commit,author,date,message,insertions,deletions,path,URLcommit
315736f6b1924b41794c3a196abee78d4a0d295a,automatico <actions@users.noreply.github.com>,2021-07-01 05:14:13 +0000,Data-e-ora-aggiornamento-2021-07-01T05-14-13-00-00,200,20,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/315736f6b1924b41794c3a196abee78d4a0d295a
315736f6b1924b41794c3a196abee78d4a0d295a,automatico <actions@users.noreply.github.com>,2021-07-01 05:14:13 +0000,Data-e-ora-aggiornamento-2021-07-01T05-14-13-00-00,27,2,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/315736f6b1924b41794c3a196abee78d4a0d295a
82274004abc2c44d8568b1c281d9de4a58bddf3b,automatico <actions@users.noreply.github.com>,2021-06-30 05:13:44 +0000,Data-e-ora-aggiornamento-2021-06-30T05-13-44-00-00,2,2,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/82274004abc2c44d8568b1c281d9de4a58bddf3b
82274004abc2c44d8568b1c281d9de4a58bddf3b,automatico <actions@users.noreply.github.com>,2021-06-30 05:13:44 +0000,Data-e-ora-aggiornamento-2021-06-30T05-13-44-00-00,5,0,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/82274004abc2c44d8568b1c281d9de4a58bddf3b
fa48f56955ad4ad9271bad8fc55165701186d832,automatico <actions@users.noreply.github.com>,2021-06-29 05:14:01 +0000,Data-e-ora-aggiornamento-2021-06-29T05-14-01-00-00,9,8,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/fa48f56955ad4ad9271bad8fc55165701186d832
fa48f56955ad4ad9271bad8fc55165701186d832,automatico <actions@users.noreply.github.com>,2021-06-29 05:14:01 +0000,Data-e-ora-aggiornamento-2021-06-29T05-14-01-00-00,272,273,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/fa48f56955ad4ad9271bad8fc55165701186d832
fa48f56955ad4ad9271bad8fc55165701186d832,automatico <actions@users.noreply.github.com>,2021-06-29 05:14:01 +0000,Data-e-ora-aggiornamento-2021-06-29T05-14-01-00-00,1,1,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/fa48f56955ad4ad9271bad8fc55165701186d832
810edc238710f6e8d8ef4543eaf2f700683096a2,automatico <actions@users.noreply.github.com>,2021-06-28 05:13:58 +0000,Data-e-ora-aggiornamento-2021-06-28T05-13-58-00-00,1,0,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/810edc238710f6e8d8ef4543eaf2f700683096a2
924299f20cd162c393f8f707a7dc2644aefe4a07,automatico <actions@users.noreply.github.com>,2021-06-27 05:13:39 +0000,Data-e-ora-aggiornamento-2021-06-27T05-13-39-00-00,11,11,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/924299f20cd162c393f8f707a7dc2644aefe4a07
77237a465f56094d628a2c4da54d96f00ec22b2c,automatico <actions@users.noreply.github.com>,2021-06-26 05:13:42 +0000,Data-e-ora-aggiornamento-2021-06-26T05-13-42-00-00,48,0,openregio_immobiliDestinati.csv,https://github.com/aborruso/firstaction/commit/77237a465f56094d628a2c4da54d96f00ec22b2c
77237a465f56094d628a2c4da54d96f00ec22b2c,automatico <actions@users.noreply.github.com>,2021-06-26 05:13:42 +0000,Data-e-ora-aggiornamento-2021-06-26T05-13-42-00-00,0,49,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/77237a465f56094d628a2c4da54d96f00ec22b2c
805ff79eb1d21ae3ca80b2043a13f75d9a1fa6cf,automatico <actions@users.noreply.github.com>,2021-06-25 05:13:58 +0000,Data-e-ora-aggiornamento-2021-06-25T05-13-58-00-00,1,1,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/805ff79eb1d21ae3ca80b2043a13f75d9a1fa6cf
805ff79eb1d21ae3ca80b2043a13f75d9a1fa6cf,automatico <actions@users.noreply.github.com>,2021-06-25 05:13:58 +0000,Data-e-ora-aggiornamento-2021-06-25T05-13-58-00-00,1,1,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/805ff79eb1d21ae3ca80b2043a13f75d9a1fa6cf
83013c47d6878e056e91a97544c0b14dc5198d24,automatico <actions@users.noreply.github.com>,2021-06-22 05:17:58 +0000,Data-e-ora-aggiornamento-2021-06-22T05-17-58-00-00,1,0,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/83013c47d6878e056e91a97544c0b14dc5198d24
83013c47d6878e056e91a97544c0b14dc5198d24,automatico <actions@users.noreply.github.com>,2021-06-22 05:17:58 +0000,Data-e-ora-aggiornamento-2021-06-22T05-17-58-00-00,28,2,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/83013c47d6878e056e91a97544c0b14dc5198d24
83013c47d6878e056e91a97544c0b14dc5198d24,automatico <actions@users.noreply.github.com>,2021-06-22 05:17:58 +0000,Data-e-ora-aggiornamento-2021-06-22T05-17-58-00-00,1,0,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/83013c47d6878e056e91a97544c0b14dc5198d24
0aebc783047c5c353b3a5ca8a157359c9cd19942,automatico <actions@users.noreply.github.com>,2021-06-19 05:18:16 +0000,Data-e-ora-aggiornamento-2021-06-19T05-18-16-00-00,3,3,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/0aebc783047c5c353b3a5ca8a157359c9cd19942
0aebc783047c5c353b3a5ca8a157359c9cd19942,automatico <actions@users.noreply.github.com>,2021-06-19 05:18:16 +0000,Data-e-ora-aggiornamento-2021-06-19T05-18-16-00-00,4,4,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/0aebc783047c5c353b3a5ca8a157359c9cd19942
5998e6e8cfd1707a4c1dfae4b4c203f0c7563cef,automatico <actions@users.noreply.github.com>,2021-06-18 05:18:39 +0000,Data-e-ora-aggiornamento-2021-06-18T05-18-39-00-00,1,0,openregio_aziendeDestinate.csv,https://github.com/aborruso/firstaction/commit/5998e6e8cfd1707a4c1dfae4b4c203f0c7563cef
5998e6e8cfd1707a4c1dfae4b4c203f0c7563cef,automatico <actions@users.noreply.github.com>,2021-06-18 05:18:39 +0000,Data-e-ora-aggiornamento-2021-06-18T05-18-39-00-00,0,1,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/5998e6e8cfd1707a4c1dfae4b4c203f0c7563cef
5998e6e8cfd1707a4c1dfae4b4c203f0c7563cef,automatico <actions@users.noreply.github.com>,2021-06-18 05:18:39 +0000,Data-e-ora-aggiornamento-2021-06-18T05-18-39-00-00,3,3,openregio_immobiliDestinati.csv,https://github.com/aborruso/firstaction/commit/5998e6e8cfd1707a4c1dfae4b4c203f0c7563cef
5998e6e8cfd1707a4c1dfae4b4c203f0c7563cef,automatico <actions@users.noreply.github.com>,2021-06-18 05:18:39 +0000,Data-e-ora-aggiornamento-2021-06-18T05-18-39-00-00,0,1,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/5998e6e8cfd1707a4c1dfae4b4c203f0c7563cef
ba826819d38a1bcf2d0fc29e37835d1387c93666,automatico <actions@users.noreply.github.com>,2021-06-16 05:19:14 +0000,Data-e-ora-aggiornamento-2021-06-16T05-19-14-00-00,4,2,openregio_immobiliDestinati.csv,https://github.com/aborruso/firstaction/commit/ba826819d38a1bcf2d0fc29e37835d1387c93666
ba826819d38a1bcf2d0fc29e37835d1387c93666,automatico <actions@users.noreply.github.com>,2021-06-16 05:19:14 +0000,Data-e-ora-aggiornamento-2021-06-16T05-19-14-00-00,4,6,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/ba826819d38a1bcf2d0fc29e37835d1387c93666
f08ecea646b9b23a09a28e3cc19498bbe6e7fdf8,automatico <actions@users.noreply.github.com>,2021-06-15 05:19:11 +0000,Data-e-ora-aggiornamento-2021-06-15T05-19-11-00-00,1,2,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/f08ecea646b9b23a09a28e3cc19498bbe6e7fdf8
f08ecea646b9b23a09a28e3cc19498bbe6e7fdf8,automatico <actions@users.noreply.github.com>,2021-06-15 05:19:11 +0000,Data-e-ora-aggiornamento-2021-06-15T05-19-11-00-00,5,5,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/f08ecea646b9b23a09a28e3cc19498bbe6e7fdf8
f08ecea646b9b23a09a28e3cc19498bbe6e7fdf8,automatico <actions@users.noreply.github.com>,2021-06-15 05:19:11 +0000,Data-e-ora-aggiornamento-2021-06-15T05-19-11-00-00,1,1,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/f08ecea646b9b23a09a28e3cc19498bbe6e7fdf8
d6cefa22bf28cb2d67553c075fafc5fc48ff7d38,automatico <actions@users.noreply.github.com>,2021-06-14 05:19:24 +0000,Data-e-ora-aggiornamento-2021-06-14T05-19-24-00-00,2,0,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/d6cefa22bf28cb2d67553c075fafc5fc48ff7d38
24aa4da811ae54d8b6907102565bf75bba2f7324,automatico <actions@users.noreply.github.com>,2021-06-12 05:18:08 +0000,Data-e-ora-aggiornamento-2021-06-12T05-18-08-00-00,1,0,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/24aa4da811ae54d8b6907102565bf75bba2f7324
7e694192f339e8eef1689fe8ef3a1bf70ffdd60b,automatico <actions@users.noreply.github.com>,2021-06-11 05:21:45 +0000,Data-e-ora-aggiornamento-2021-06-11T05-21-45-00-00,4,0,openregio_immobiliDestinati.csv,https://github.com/aborruso/firstaction/commit/7e694192f339e8eef1689fe8ef3a1bf70ffdd60b
7e694192f339e8eef1689fe8ef3a1bf70ffdd60b,automatico <actions@users.noreply.github.com>,2021-06-11 05:21:45 +0000,Data-e-ora-aggiornamento-2021-06-11T05-21-45-00-00,0,4,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/7e694192f339e8eef1689fe8ef3a1bf70ffdd60b
7e694192f339e8eef1689fe8ef3a1bf70ffdd60b,automatico <actions@users.noreply.github.com>,2021-06-11 05:21:45 +0000,Data-e-ora-aggiornamento-2021-06-11T05-21-45-00-00,1,1,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/7e694192f339e8eef1689fe8ef3a1bf70ffdd60b
2527baf44bf5786f25c2bccd45223e1f6d0e925a,automatico <actions@users.noreply.github.com>,2021-06-10 05:34:03 +0000,Data-e-ora-aggiornamento-2021-06-10T05-34-03-00-00,0,5,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/2527baf44bf5786f25c2bccd45223e1f6d0e925a
2527baf44bf5786f25c2bccd45223e1f6d0e925a,automatico <actions@users.noreply.github.com>,2021-06-10 05:34:03 +0000,Data-e-ora-aggiornamento-2021-06-10T05-34-03-00-00,1,0,openregio_immobiliDestinati.csv,https://github.com/aborruso/firstaction/commit/2527baf44bf5786f25c2bccd45223e1f6d0e925a
2527baf44bf5786f25c2bccd45223e1f6d0e925a,automatico <actions@users.noreply.github.com>,2021-06-10 05:34:03 +0000,Data-e-ora-aggiornamento-2021-06-10T05-34-03-00-00,2,3,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/2527baf44bf5786f25c2bccd45223e1f6d0e925a
2527baf44bf5786f25c2bccd45223e1f6d0e925a,automatico <actions@users.noreply.github.com>,2021-06-10 05:34:03 +0000,Data-e-ora-aggiornamento-2021-06-10T05-34-03-00-00,1,1,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/2527baf44bf5786f25c2bccd45223e1f6d0e925a
f5243f7bd7214edb7bfca61c1a8d6a92593cba23,automatico <actions@users.noreply.github.com>,2021-06-09 05:39:20 +0000,Data-e-ora-aggiornamento-2021-06-09T05-39-20-00-00,1,1,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/f5243f7bd7214edb7bfca61c1a8d6a92593cba23
fdc64ec6d1f4e844439ef2055912b0f75e96398c,automatico <actions@users.noreply.github.com>,2021-06-08 05:53:39 +0000,Data-e-ora-aggiornamento-2021-06-08T05-53-39-00-00,3,3,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/fdc64ec6d1f4e844439ef2055912b0f75e96398c
84a940598d392b725c281694747125bc24de7157,automatico <actions@users.noreply.github.com>,2021-06-04 06:54:06 +0000,Data-e-ora-aggiornamento-2021-06-04T06-54-06-00-00,0,5,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/84a940598d392b725c281694747125bc24de7157
84a940598d392b725c281694747125bc24de7157,automatico <actions@users.noreply.github.com>,2021-06-04 06:54:06 +0000,Data-e-ora-aggiornamento-2021-06-04T06-54-06-00-00,2,3,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/84a940598d392b725c281694747125bc24de7157
84a940598d392b725c281694747125bc24de7157,automatico <actions@users.noreply.github.com>,2021-06-04 06:54:06 +0000,Data-e-ora-aggiornamento-2021-06-04T06-54-06-00-00,1,1,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/84a940598d392b725c281694747125bc24de7157
144dbc0d6406d13dc4845f59f00f98cc9f64bd0d,automatico <actions@users.noreply.github.com>,2021-06-03 06:51:36 +0000,Data-e-ora-aggiornamento-2021-06-03T06-51-36-00-00,3,3,openregio_immobiliDestinati.csv,https://github.com/aborruso/firstaction/commit/144dbc0d6406d13dc4845f59f00f98cc9f64bd0d
144dbc0d6406d13dc4845f59f00f98cc9f64bd0d,automatico <actions@users.noreply.github.com>,2021-06-03 06:51:36 +0000,Data-e-ora-aggiornamento-2021-06-03T06-51-36-00-00,0,1,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/144dbc0d6406d13dc4845f59f00f98cc9f64bd0d
144dbc0d6406d13dc4845f59f00f98cc9f64bd0d,automatico <actions@users.noreply.github.com>,2021-06-03 06:51:36 +0000,Data-e-ora-aggiornamento-2021-06-03T06-51-36-00-00,0,1,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/144dbc0d6406d13dc4845f59f00f98cc9f64bd0d
c1929b4615aeb3acf75f26bbaa414d3b0a34915a,automatico <actions@users.noreply.github.com>,2021-06-02 07:07:55 +0000,Data-e-ora-aggiornamento-2021-06-02T07-07-55-00-00,2,2,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/c1929b4615aeb3acf75f26bbaa414d3b0a34915a
c1929b4615aeb3acf75f26bbaa414d3b0a34915a,automatico <actions@users.noreply.github.com>,2021-06-02 07:07:55 +0000,Data-e-ora-aggiornamento-2021-06-02T07-07-55-00-00,2,2,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/c1929b4615aeb3acf75f26bbaa414d3b0a34915a
542d95015bce0de2b1a307051f02a38fb9e0c398,automatico <actions@users.noreply.github.com>,2021-06-01 07:06:35 +0000,Data-e-ora-aggiornamento-2021-06-01T07-06-35-00-00,4,4,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/542d95015bce0de2b1a307051f02a38fb9e0c398
542d95015bce0de2b1a307051f02a38fb9e0c398,automatico <actions@users.noreply.github.com>,2021-06-01 07:06:35 +0000,Data-e-ora-aggiornamento-2021-06-01T07-06-35-00-00,3,0,openregio_immobiliDestinati.csv,https://github.com/aborruso/firstaction/commit/542d95015bce0de2b1a307051f02a38fb9e0c398
542d95015bce0de2b1a307051f02a38fb9e0c398,automatico <actions@users.noreply.github.com>,2021-06-01 07:06:35 +0000,Data-e-ora-aggiornamento-2021-06-01T07-06-35-00-00,1,4,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/542d95015bce0de2b1a307051f02a38fb9e0c398
542d95015bce0de2b1a307051f02a38fb9e0c398,automatico <actions@users.noreply.github.com>,2021-06-01 07:06:35 +0000,Data-e-ora-aggiornamento-2021-06-01T07-06-35-00-00,2,2,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/542d95015bce0de2b1a307051f02a38fb9e0c398
44f0283d1655d56cbcce4481b793cc6c309e21fe,automatico <actions@users.noreply.github.com>,2021-05-31 06:51:53 +0000,Data-e-ora-aggiornamento-2021-05-31T06-51-53-00-00,2,0,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/44f0283d1655d56cbcce4481b793cc6c309e21fe
a0b50a67fb18eb51b05691093f2bc79e3b7dac1f,automatico <actions@users.noreply.github.com>,2021-05-29 06:49:52 +0000,Data-e-ora-aggiornamento-2021-05-29T06-49-52-00-00,1,0,openregio_immobiliDestinati.csv,https://github.com/aborruso/firstaction/commit/a0b50a67fb18eb51b05691093f2bc79e3b7dac1f
a0b50a67fb18eb51b05691093f2bc79e3b7dac1f,automatico <actions@users.noreply.github.com>,2021-05-29 06:49:52 +0000,Data-e-ora-aggiornamento-2021-05-29T06-49-52-00-00,3,4,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/a0b50a67fb18eb51b05691093f2bc79e3b7dac1f
a0b50a67fb18eb51b05691093f2bc79e3b7dac1f,automatico <actions@users.noreply.github.com>,2021-05-29 06:49:52 +0000,Data-e-ora-aggiornamento-2021-05-29T06-49-52-00-00,2,2,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/a0b50a67fb18eb51b05691093f2bc79e3b7dac1f
f34f9e01287ede5f673210d77aef89cbea75eee2,automatico <actions@users.noreply.github.com>,2021-05-28 06:20:19 +0000,Data-e-ora-aggiornamento-2021-05-28T06-20-19-00-00,10,0,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/f34f9e01287ede5f673210d77aef89cbea75eee2
f34f9e01287ede5f673210d77aef89cbea75eee2,automatico <actions@users.noreply.github.com>,2021-05-28 06:20:19 +0000,Data-e-ora-aggiornamento-2021-05-28T06-20-19-00-00,236,2,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/f34f9e01287ede5f673210d77aef89cbea75eee2
f34f9e01287ede5f673210d77aef89cbea75eee2,automatico <actions@users.noreply.github.com>,2021-05-28 06:20:19 +0000,Data-e-ora-aggiornamento-2021-05-28T06-20-19-00-00,9,1,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/f34f9e01287ede5f673210d77aef89cbea75eee2
fedaa5ad8c20236d8de2ca7ccbdcdfcbfc655b49,automatico <actions@users.noreply.github.com>,2021-05-27 05:57:59 +0000,Data-e-ora-aggiornamento-2021-05-27T05-57-59-00-00,2,0,openregio_aziendeDestinate.csv,https://github.com/aborruso/firstaction/commit/fedaa5ad8c20236d8de2ca7ccbdcdfcbfc655b49
fedaa5ad8c20236d8de2ca7ccbdcdfcbfc655b49,automatico <actions@users.noreply.github.com>,2021-05-27 05:57:59 +0000,Data-e-ora-aggiornamento-2021-05-27T05-57-59-00-00,29,2,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/fedaa5ad8c20236d8de2ca7ccbdcdfcbfc655b49
fedaa5ad8c20236d8de2ca7ccbdcdfcbfc655b49,automatico <actions@users.noreply.github.com>,2021-05-27 05:57:59 +0000,Data-e-ora-aggiornamento-2021-05-27T05-57-59-00-00,69,1,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/fedaa5ad8c20236d8de2ca7ccbdcdfcbfc655b49
fedaa5ad8c20236d8de2ca7ccbdcdfcbfc655b49,automatico <actions@users.noreply.github.com>,2021-05-27 05:57:59 +0000,Data-e-ora-aggiornamento-2021-05-27T05-57-59-00-00,20,1,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/fedaa5ad8c20236d8de2ca7ccbdcdfcbfc655b49
4d7b15f4dbc1dc8f9325cf5c52abe7c4626594b9,automatico <actions@users.noreply.github.com>,2021-05-26 05:49:37 +0000,Data-e-ora-aggiornamento-2021-05-26T05-49-37-00-00,3,4,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/4d7b15f4dbc1dc8f9325cf5c52abe7c4626594b9
4d7b15f4dbc1dc8f9325cf5c52abe7c4626594b9,automatico <actions@users.noreply.github.com>,2021-05-26 05:49:37 +0000,Data-e-ora-aggiornamento-2021-05-26T05-49-37-00-00,1,7,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/4d7b15f4dbc1dc8f9325cf5c52abe7c4626594b9
4d7b15f4dbc1dc8f9325cf5c52abe7c4626594b9,automatico <actions@users.noreply.github.com>,2021-05-26 05:49:37 +0000,Data-e-ora-aggiornamento-2021-05-26T05-49-37-00-00,1,1,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/4d7b15f4dbc1dc8f9325cf5c52abe7c4626594b9
dfdab056c827e45e8f961e5ab39431305687abda,automatico <actions@users.noreply.github.com>,2021-05-25 05:40:57 +0000,Data-e-ora-aggiornamento-2021-05-25T05-40-57-00-00,7,2,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/dfdab056c827e45e8f961e5ab39431305687abda
dfdab056c827e45e8f961e5ab39431305687abda,automatico <actions@users.noreply.github.com>,2021-05-25 05:40:57 +0000,Data-e-ora-aggiornamento-2021-05-25T05-40-57-00-00,44,30,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/dfdab056c827e45e8f961e5ab39431305687abda
dfdab056c827e45e8f961e5ab39431305687abda,automatico <actions@users.noreply.github.com>,2021-05-25 05:40:57 +0000,Data-e-ora-aggiornamento-2021-05-25T05-40-57-00-00,3,3,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/dfdab056c827e45e8f961e5ab39431305687abda
de9be0d6ab698c42835dc8e0f4baa9caf9843544,automatico <actions@users.noreply.github.com>,2021-05-24 05:31:11 +0000,Data-e-ora-aggiornamento-2021-05-24T05-31-11-00-00,4,0,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/de9be0d6ab698c42835dc8e0f4baa9caf9843544
de9be0d6ab698c42835dc8e0f4baa9caf9843544,automatico <actions@users.noreply.github.com>,2021-05-24 05:31:11 +0000,Data-e-ora-aggiornamento-2021-05-24T05-31-11-00-00,1,2,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/de9be0d6ab698c42835dc8e0f4baa9caf9843544
32c759260fe622b9e173f08ebbfe9fb09b2f49f5,automatico <actions@users.noreply.github.com>,2021-05-22 05:28:37 +0000,Data-e-ora-aggiornamento-2021-05-22T05-28-37-00-00,2,1,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/32c759260fe622b9e173f08ebbfe9fb09b2f49f5
32c759260fe622b9e173f08ebbfe9fb09b2f49f5,automatico <actions@users.noreply.github.com>,2021-05-22 05:28:37 +0000,Data-e-ora-aggiornamento-2021-05-22T05-28-37-00-00,22,1,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/32c759260fe622b9e173f08ebbfe9fb09b2f49f5
32c759260fe622b9e173f08ebbfe9fb09b2f49f5,automatico <actions@users.noreply.github.com>,2021-05-22 05:28:37 +0000,Data-e-ora-aggiornamento-2021-05-22T05-28-37-00-00,2,1,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/32c759260fe622b9e173f08ebbfe9fb09b2f49f5
460b72c7e1338ee86aadf7a857e64c69d7548f24,automatico <actions@users.noreply.github.com>,2021-05-21 05:27:09 +0000,Data-e-ora-aggiornamento-2021-05-21T05-27-09-00-00,5,6,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/460b72c7e1338ee86aadf7a857e64c69d7548f24
460b72c7e1338ee86aadf7a857e64c69d7548f24,automatico <actions@users.noreply.github.com>,2021-05-21 05:27:09 +0000,Data-e-ora-aggiornamento-2021-05-21T05-27-09-00-00,37,0,openregio_immobiliGestione.csv,https://github.com/aborruso/firstaction/commit/460b72c7e1338ee86aadf7a857e64c69d7548f24
460b72c7e1338ee86aadf7a857e64c69d7548f24,automatico <actions@users.noreply.github.com>,2021-05-21 05:27:09 +0000,Data-e-ora-aggiornamento-2021-05-21T05-27-09-00-00,1,0,openregio_procedureGestione.csv,https://github.com/aborruso/firstaction/commit/460b72c7e1338ee86aadf7a857e64c69d7548f24
42316c205876023ae56da7df797fd1f9e584055a,automatico <actions@users.noreply.github.com>,2021-05-20 05:25:59 +0000,Data-e-ora-aggiornamento-2021-05-20T05-25-59-00-00,1,0,openregio_aziendeGestione.csv,https://github.com/aborruso/firstaction/commit/42316c205876023ae56da7df797fd1f9e584055a
